age,gender,height,weight,activity_level,goal,protein,carbs,fats,water
56,male,186,64,moderate,cutting,140.8,176.0,56.3,2.54
38,female,196,94,active,bulking,188.0,587.5,141.0,3.89
24,male,188,89,active,cutting,195.8,278.1,89.0,3.72
50,female,176,62,moderate,bulking,124.0,341.0,81.8,2.47
49,male,193,48,sedentary,bulking,96.0,240.0,57.6,1.68
21,female,190,75,active,cutting,165.0,234.4,75.0,3.23
51,male,152,47,active,maintenance,94.0,205.6,58.8,2.25
35,male,196,81,active,maintenance,162.0,354.4,101.2,3.44
34,male,186,57,sedentary,bulking,114.0,285.0,68.4,2.0
40,male,188,47,moderate,bulking,94.0,258.5,62.0,1.95
26,male,196,48,moderate,cutting,105.6,132.0,42.2,1.98
31,female,195,53,moderate,cutting,116.6,145.8,46.6,2.16
43,female,194,67,moderate,cutting,147.4,184.3,59.0,2.65
35,female,172,70,sedentary,cutting,154.0,175.0,56.0,2.45
44,female,186,67,active,cutting,147.4,209.4,67.0,2.95
42,male,165,50,moderate,bulking,100.0,275.0,66.0,2.05
44,male,192,58,moderate,bulking,116.0,319.0,76.6,2.33
24,male,174,60,active,cutting,132.0,187.5,60.0,2.7
37,female,167,59,sedentary,cutting,129.8,147.5,47.2,2.07
40,male,169,90,moderate,maintenance,180.0,346.5,99.0,3.45
23,male,173,97,active,cutting,213.4,303.1,97.0,4.0
55,male,178,72,active,bulking,144.0,450.0,108.0,3.12
56,female,167,85,active,cutting,187.0,265.6,85.0,3.58
43,female,170,56,active,cutting,123.2,175.0,56.0,2.56
51,female,198,46,sedentary,maintenance,92.0,161.0,46.0,1.61
30,female,170,65,sedentary,maintenance,130.0,227.5,65.0,2.28
59,male,169,48,sedentary,cutting,105.6,120.0,38.4,1.68
58,male,156,54,moderate,bulking,108.0,297.0,71.3,2.19
38,female,155,73,active,maintenance,146.0,319.4,91.2,3.16
39,male,196,62,active,cutting,136.4,193.8,62.0,2.77
45,female,191,78,sedentary,cutting,171.6,195.0,62.4,2.73
57,female,174,88,sedentary,cutting,193.6,220.0,70.4,3.08
47,female,160,68,active,cutting,149.6,212.5,68.0,2.98
58,male,186,76,sedentary,maintenance,152.0,266.0,76.0,2.66
42,male,152,52,active,maintenance,104.0,227.5,65.0,2.42
36,male,181,90,active,maintenance,180.0,393.8,112.5,3.75
18,female,174,56,active,bulking,112.0,350.0,84.0,2.56
51,female,196,99,moderate,maintenance,198.0,381.2,108.9,3.77
24,male,175,48,sedentary,cutting,105.6,120.0,38.4,1.68
45,female,162,67,sedentary,maintenance,134.0,234.5,67.0,2.35
29,male,154,66,sedentary,bulking,132.0,330.0,79.2,2.31
55,male,194,92,sedentary,cutting,202.4,230.0,73.6,3.22
57,female,155,98,moderate,maintenance,196.0,377.3,107.8,3.73
58,female,180,82,active,bulking,164.0,512.5,123.0,3.47
34,female,188,98,sedentary,maintenance,196.0,343.0,98.0,3.43
26,female,171,69,sedentary,bulking,138.0,345.0,82.8,2.42
35,male,177,75,moderate,bulking,150.0,412.5,99.0,2.93
52,male,190,74,moderate,maintenance,148.0,284.9,81.4,2.89
55,male,168,83,active,cutting,182.6,259.4,83.0,3.51
23,female,187,72,moderate,maintenance,144.0,277.2,79.2,2.82
29,female,166,59,active,bulking,118.0,368.8,88.5,2.67
20,male,189,66,sedentary,cutting,145.2,165.0,52.8,2.31
24,female,180,80,sedentary,bulking,160.0,400.0,96.0,2.8
49,male,193,80,sedentary,bulking,160.0,400.0,96.0,2.8
41,male,175,51,sedentary,maintenance,102.0,178.5,51.0,1.79
49,male,171,63,active,maintenance,126.0,275.6,78.8,2.81
36,male,199,62,moderate,cutting,136.4,170.5,54.6,2.47
54,female,175,91,moderate,bulking,182.0,500.5,120.1,3.49
59,male,154,58,active,bulking,116.0,362.5,87.0,2.63
31,female,180,57,moderate,cutting,125.4,156.8,50.2,2.29
39,male,193,72,sedentary,maintenance,144.0,252.0,72.0,2.52
34,male,184,81,moderate,bulking,162.0,445.5,106.9,3.14
40,female,177,46,active,maintenance,92.0,201.2,57.5,2.21
54,male,172,64,moderate,bulking,128.0,352.0,84.5,2.54
20,female,190,98,moderate,maintenance,196.0,377.3,107.8,3.73
50,male,155,96,moderate,maintenance,192.0,369.6,105.6,3.66
39,female,192,71,active,bulking,142.0,443.8,106.5,3.09
50,male,194,85,sedentary,cutting,187.0,212.5,68.0,2.98
19,male,158,74,sedentary,bulking,148.0,370.0,88.8,2.59
36,male,169,48,sedentary,bulking,96.0,240.0,57.6,1.68
29,female,175,96,active,cutting,211.2,300.0,96.0,3.96
36,male,193,66,sedentary,maintenance,132.0,231.0,66.0,2.31
25,male,180,86,sedentary,cutting,189.2,215.0,68.8,3.01
33,female,179,60,sedentary,cutting,132.0,150.0,48.0,2.1
32,female,163,58,sedentary,cutting,127.6,145.0,46.4,2.03
24,male,165,63,active,cutting,138.6,196.9,63.0,2.81
48,male,152,69,active,maintenance,138.0,301.9,86.2,3.02
21,male,199,46,active,maintenance,92.0,201.2,57.5,2.21
40,female,192,68,moderate,cutting,149.6,187.0,59.8,2.68
52,female,162,93,active,maintenance,186.0,406.9,116.2,3.86
45,male,167,86,active,cutting,189.2,268.8,86.0,3.61
29,female,160,46,moderate,bulking,92.0,253.0,60.7,1.91
53,male,190,51,moderate,cutting,112.2,140.2,44.9,2.08
55,male,155,99,moderate,maintenance,198.0,381.2,108.9,3.77
41,male,186,92,active,maintenance,184.0,402.5,115.0,3.82
19,female,170,65,active,bulking,130.0,406.2,97.5,2.88
44,male,158,45,active,bulking,90.0,281.2,67.5,2.18
28,female,167,99,moderate,cutting,217.8,272.2,87.1,3.77
34,male,164,50,moderate,bulking,100.0,275.0,66.0,2.05
29,female,199,72,sedentary,cutting,158.4,180.0,57.6,2.52
39,male,167,77,sedentary,bulking,154.0,385.0,92.4,2.7
32,female,178,94,sedentary,maintenance,188.0,329.0,94.0,3.29
42,male,167,93,moderate,bulking,186.0,511.5,122.8,3.56
27,male,174,90,sedentary,cutting,198.0,225.0,72.0,3.15
48,female,154,92,moderate,cutting,202.4,253.0,81.0,3.52
48,female,192,65,sedentary,bulking,130.0,325.0,78.0,2.28
19,female,157,93,moderate,maintenance,186.0,358.1,102.3,3.56
36,female,194,77,sedentary,maintenance,154.0,269.5,77.0,2.7
41,female,187,82,sedentary,cutting,180.4,205.0,65.6,2.87
49,male,183,72,sedentary,bulking,144.0,360.0,86.4,2.52
45,female,198,59,sedentary,bulking,118.0,295.0,70.8,2.07
23,female,170,47,active,bulking,94.0,293.8,70.5,2.25
26,female,186,69,moderate,bulking,138.0,379.5,91.1,2.71
24,female,193,73,active,cutting,160.6,228.1,73.0,3.16
29,female,167,78,moderate,cutting,171.6,214.5,68.6,3.03
21,male,166,47,moderate,cutting,103.4,129.2,41.4,1.95
19,female,179,80,active,cutting,176.0,250.0,80.0,3.4
50,female,178,87,active,bulking,174.0,543.8,130.5,3.65
47,female,154,71,sedentary,bulking,142.0,355.0,85.2,2.49
19,female,174,97,sedentary,bulking,194.0,485.0,116.4,3.4
44,male,177,88,active,cutting,193.6,275.0,88.0,3.68
53,male,172,74,sedentary,bulking,148.0,370.0,88.8,2.59
57,female,152,92,moderate,maintenance,184.0,354.2,101.2,3.52
32,female,159,80,sedentary,cutting,176.0,200.0,64.0,2.8
28,male,165,59,active,bulking,118.0,368.8,88.5,2.67
58,female,152,96,active,maintenance,192.0,420.0,120.0,3.96
46,male,185,61,active,bulking,122.0,381.2,91.5,2.74
23,male,167,78,sedentary,bulking,156.0,390.0,93.6,2.73
23,female,192,45,sedentary,bulking,90.0,225.0,54.0,1.58
51,male,192,77,active,maintenance,154.0,336.9,96.2,3.3
36,male,193,91,active,maintenance,182.0,398.1,113.8,3.79
51,male,181,69,active,maintenance,138.0,301.9,86.2,3.02
56,female,181,83,sedentary,maintenance,166.0,290.5,83.0,2.91
53,female,154,68,active,maintenance,136.0,297.5,85.0,2.98
58,male,184,98,moderate,bulking,196.0,539.0,129.4,3.73
27,male,176,80,active,bulking,160.0,500.0,120.0,3.4
52,male,158,48,moderate,bulking,96.0,264.0,63.4,1.98
55,male,190,56,moderate,bulking,112.0,308.0,73.9,2.26
56,female,163,90,moderate,cutting,198.0,247.5,79.2,3.45
48,male,197,64,sedentary,bulking,128.0,320.0,76.8,2.24
39,female,152,87,active,bulking,174.0,543.8,130.5,3.65
55,male,176,78,moderate,cutting,171.6,214.5,68.6,3.03
31,female,159,93,moderate,bulking,186.0,511.5,122.8,3.56
29,male,155,83,moderate,maintenance,166.0,319.6,91.3,3.21
43,female,183,67,sedentary,cutting,147.4,167.5,53.6,2.35
57,female,190,87,active,maintenance,174.0,380.6,108.8,3.65
45,female,174,78,active,cutting,171.6,243.8,78.0,3.33
50,male,159,74,sedentary,bulking,148.0,370.0,88.8,2.59
22,female,162,50,moderate,maintenance,100.0,192.5,55.0,2.05
21,male,173,70,moderate,bulking,140.0,385.0,92.4,2.75
44,female,187,70,moderate,cutting,154.0,192.5,61.6,2.75
22,male,178,52,moderate,cutting,114.4,143.0,45.8,2.12
45,male,150,55,moderate,cutting,121.0,151.2,48.4,2.23
57,female,153,61,active,bulking,122.0,381.2,91.5,2.74
27,male,186,46,active,cutting,101.2,143.8,46.0,2.21
30,female,195,78,moderate,bulking,156.0,429.0,103.0,3.03
47,male,168,57,moderate,bulking,114.0,313.5,75.2,2.29
55,male,158,79,active,cutting,173.8,246.9,79.0,3.37
18,female,167,94,moderate,cutting,206.8,258.5,82.7,3.59
20,female,164,96,moderate,cutting,211.2,264.0,84.5,3.66
41,male,193,93,moderate,cutting,204.6,255.8,81.8,3.56
42,female,176,60,moderate,cutting,132.0,165.0,52.8,2.4
18,male,151,62,moderate,maintenance,124.0,238.7,68.2,2.47
56,male,169,88,active,cutting,193.6,275.0,88.0,3.68
26,female,152,98,sedentary,bulking,196.0,490.0,117.6,3.43
56,male,164,64,active,maintenance,128.0,280.0,80.0,2.84
38,male,197,53,sedentary,cutting,116.6,132.5,42.4,1.86
33,female,191,75,active,cutting,165.0,234.4,75.0,3.23
58,female,183,54,moderate,maintenance,108.0,207.9,59.4,2.19
43,male,166,93,sedentary,maintenance,186.0,325.5,93.0,3.26
37,female,183,47,moderate,cutting,103.4,129.2,41.4,1.95
54,female,189,90,sedentary,cutting,198.0,225.0,72.0,3.15
27,male,195,85,sedentary,cutting,187.0,212.5,68.0,2.98
50,female,183,99,sedentary,cutting,217.8,247.5,79.2,3.47
55,female,183,94,moderate,maintenance,188.0,361.9,103.4,3.59
20,female,157,87,moderate,maintenance,174.0,335.0,95.7,3.35
58,female,190,99,sedentary,bulking,198.0,495.0,118.8,3.47
39,female,181,62,sedentary,cutting,136.4,155.0,49.6,2.17
43,female,190,76,moderate,bulking,152.0,418.0,100.3,2.96
49,female,193,88,sedentary,bulking,176.0,440.0,105.6,3.08
18,male,164,65,active,cutting,143.0,203.1,65.0,2.88
26,female,199,75,active,maintenance,150.0,328.1,93.8,3.23
35,male,170,67,active,cutting,147.4,209.4,67.0,2.95
42,male,153,69,active,cutting,151.8,215.6,69.0,3.02
32,male,178,60,sedentary,maintenance,120.0,210.0,60.0,2.1
52,male,163,50,moderate,cutting,110.0,137.5,44.0,2.05
47,female,185,88,moderate,cutting,193.6,242.0,77.4,3.38
55,male,152,52,moderate,bulking,104.0,286.0,68.6,2.12
40,male,188,87,moderate,bulking,174.0,478.5,114.8,3.35
28,male,154,77,sedentary,maintenance,154.0,269.5,77.0,2.7
48,male,189,56,active,bulking,112.0,350.0,84.0,2.56
27,female,180,91,sedentary,cutting,200.2,227.5,72.8,3.19
43,male,178,87,moderate,cutting,191.4,239.3,76.6,3.35
58,female,196,96,sedentary,cutting,211.2,240.0,76.8,3.36
25,male,197,85,moderate,maintenance,170.0,327.2,93.5,3.27
19,male,178,96,active,maintenance,192.0,420.0,120.0,3.96
22,female,159,52,sedentary,maintenance,104.0,182.0,52.0,1.82
34,male,161,45,moderate,maintenance,90.0,173.2,49.5,1.88
43,female,154,50,active,cutting,110.0,156.2,50.0,2.35
25,female,175,79,active,cutting,173.8,246.9,79.0,3.37
20,female,196,71,moderate,bulking,142.0,390.5,93.7,2.79
26,female,168,80,moderate,cutting,176.0,220.0,70.4,3.1
30,male,184,81,sedentary,maintenance,162.0,283.5,81.0,2.84
30,male,182,89,moderate,bulking,178.0,489.5,117.5,3.42
50,female,175,70,moderate,maintenance,140.0,269.5,77.0,2.75
38,male,162,53,active,cutting,116.6,165.6,53.0,2.46
50,female,161,69,active,bulking,138.0,431.2,103.5,3.02
54,female,162,78,active,cutting,171.6,243.8,78.0,3.33
49,female,177,86,sedentary,cutting,189.2,215.0,68.8,3.01
29,female,198,93,active,cutting,204.6,290.6,93.0,3.86
23,female,163,50,active,bulking,100.0,312.5,75.0,2.35
55,female,189,93,moderate,cutting,204.6,255.8,81.8,3.56
26,female,182,56,sedentary,cutting,123.2,140.0,44.8,1.96
24,male,173,89,sedentary,cutting,195.8,222.5,71.2,3.12
45,male,188,72,sedentary,maintenance,144.0,252.0,72.0,2.52
45,male,151,87,sedentary,bulking,174.0,435.0,104.4,3.05
36,female,151,64,moderate,bulking,128.0,352.0,84.5,2.54
58,female,177,86,moderate,cutting,189.2,236.5,75.7,3.31
48,male,199,46,active,bulking,92.0,287.5,69.0,2.21
37,female,182,62,sedentary,bulking,124.0,310.0,74.4,2.17
34,female,161,63,sedentary,maintenance,126.0,220.5,63.0,2.21
58,male,153,84,active,cutting,184.8,262.5,84.0,3.54
32,female,192,72,moderate,maintenance,144.0,277.2,79.2,2.82
26,female,163,98,moderate,maintenance,196.0,377.3,107.8,3.73
45,female,150,57,moderate,cutting,125.4,156.8,50.2,2.29
22,male,177,45,moderate,cutting,99.0,123.8,39.6,1.88
45,male,189,56,sedentary,maintenance,112.0,196.0,56.0,1.96
46,male,160,75,moderate,cutting,165.0,206.3,66.0,2.93
25,female,189,72,active,cutting,158.4,225.0,72.0,3.12
38,female,189,95,sedentary,bulking,190.0,475.0,114.0,3.33
58,female,166,51,active,bulking,102.0,318.8,76.5,2.39
49,female,172,76,sedentary,cutting,167.2,190.0,60.8,2.66
21,female,171,73,sedentary,cutting,160.6,182.5,58.4,2.56
51,female,182,65,sedentary,cutting,143.0,162.5,52.0,2.28
46,female,198,83,moderate,bulking,166.0,456.5,109.6,3.21
23,male,160,99,active,maintenance,198.0,433.1,123.8,4.07
54,female,180,88,sedentary,bulking,176.0,440.0,105.6,3.08
43,male,181,88,active,bulking,176.0,550.0,132.0,3.68
23,female,160,53,sedentary,maintenance,106.0,185.5,53.0,1.86
33,female,183,57,moderate,cutting,125.4,156.8,50.2,2.29
45,female,178,60,active,cutting,132.0,187.5,60.0,2.7
33,male,178,80,moderate,bulking,160.0,440.0,105.6,3.1
39,male,161,80,moderate,bulking,160.0,440.0,105.6,3.1
51,female,150,48,sedentary,bulking,96.0,240.0,57.6,1.68
48,male,182,46,sedentary,cutting,101.2,115.0,36.8,1.61
27,male,183,75,moderate,bulking,150.0,412.5,99.0,2.93
44,male,199,76,sedentary,bulking,152.0,380.0,91.2,2.66
49,male,180,75,active,bulking,150.0,468.8,112.5,3.23
41,male,196,90,sedentary,bulking,180.0,450.0,108.0,3.15
44,male,179,91,active,maintenance,182.0,398.1,113.8,3.79
41,male,165,72,active,bulking,144.0,450.0,108.0,3.12
20,female,161,53,moderate,cutting,116.6,145.8,46.6,2.16
53,female,163,51,moderate,cutting,112.2,140.2,44.9,2.08
32,female,157,90,active,maintenance,180.0,393.8,112.5,3.75
23,female,186,74,sedentary,bulking,148.0,370.0,88.8,2.59
30,male,161,74,moderate,bulking,148.0,407.0,97.7,2.89
59,female,175,55,sedentary,cutting,121.0,137.5,44.0,1.93
57,male,171,48,moderate,cutting,105.6,132.0,42.2,1.98
34,male,173,90,moderate,bulking,180.0,495.0,118.8,3.45
47,male,161,67,moderate,cutting,147.4,184.3,59.0,2.65
23,female,172,53,sedentary,cutting,116.6,132.5,42.4,1.86
39,male,194,78,sedentary,maintenance,156.0,273.0,78.0,2.73
20,female,183,83,sedentary,bulking,166.0,415.0,99.6,2.91
20,male,179,88,sedentary,maintenance,176.0,308.0,88.0,3.08
35,male,180,66,active,bulking,132.0,412.5,99.0,2.91
26,female,179,71,active,maintenance,142.0,310.6,88.8,3.09
35,male,183,68,active,maintenance,136.0,297.5,85.0,2.98
21,female,174,47,active,cutting,103.4,146.9,47.0,2.25
44,female,171,53,active,cutting,116.6,165.6,53.0,2.46
50,male,189,93,sedentary,cutting,204.6,232.5,74.4,3.26
50,female,187,69,sedentary,maintenance,138.0,241.5,69.0,2.42
36,male,177,96,sedentary,cutting,211.2,240.0,76.8,3.36
43,female,189,92,active,cutting,202.4,287.5,92.0,3.82
28,male,179,78,active,bulking,156.0,487.5,117.0,3.33
58,male,177,51,sedentary,cutting,112.2,127.5,40.8,1.79
56,male,163,82,active,bulking,164.0,512.5,123.0,3.47
50,male,188,92,active,cutting,202.4,287.5,92.0,3.82
46,male,155,45,active,cutting,99.0,140.6,45.0,2.18
28,male,187,54,active,bulking,108.0,337.5,81.0,2.49
48,female,177,76,sedentary,bulking,152.0,380.0,91.2,2.66
57,female,173,67,sedentary,cutting,147.4,167.5,53.6,2.35
49,female,172,65,moderate,bulking,130.0,357.5,85.8,2.58
19,female,166,77,moderate,maintenance,154.0,296.5,84.7,3.0
53,male,171,89,sedentary,cutting,195.8,222.5,71.2,3.12
24,male,155,68,sedentary,maintenance,136.0,238.0,68.0,2.38
27,female,186,72,moderate,cutting,158.4,198.0,63.4,2.82
57,male,192,98,moderate,maintenance,196.0,377.3,107.8,3.73
25,female,159,56,moderate,maintenance,112.0,215.6,61.6,2.26
42,female,183,92,active,maintenance,184.0,402.5,115.0,3.82
30,male,185,67,sedentary,bulking,134.0,335.0,80.4,2.35
50,male,179,85,moderate,bulking,170.0,467.5,112.2,3.27
19,female,195,58,moderate,cutting,127.6,159.5,51.0,2.33
20,female,161,77,active,cutting,169.4,240.6,77.0,3.3
34,male,150,45,active,maintenance,90.0,196.9,56.2,2.18
39,male,159,85,moderate,bulking,170.0,467.5,112.2,3.27
39,male,154,71,sedentary,cutting,156.2,177.5,56.8,2.49
46,male,177,71,active,maintenance,142.0,310.6,88.8,3.09
21,female,195,96,sedentary,maintenance,192.0,336.0,96.0,3.36
35,male,184,48,active,bulking,96.0,300.0,72.0,2.28
36,male,151,77,moderate,cutting,169.4,211.8,67.8,3.0
37,male,183,79,active,bulking,158.0,493.8,118.5,3.37
43,female,171,86,moderate,bulking,172.0,473.0,113.5,3.31
46,male,187,92,sedentary,cutting,202.4,230.0,73.6,3.22
33,female,154,99,sedentary,maintenance,198.0,346.5,99.0,3.47
58,male,171,68,sedentary,cutting,149.6,170.0,54.4,2.38
56,male,175,61,moderate,bulking,122.0,335.5,80.5,2.44
22,female,173,74,sedentary,maintenance,148.0,259.0,74.0,2.59
43,male,169,92,moderate,bulking,184.0,506.0,121.4,3.52
59,female,170,55,sedentary,cutting,121.0,137.5,44.0,1.93
58,male,192,87,sedentary,maintenance,174.0,304.5,87.0,3.05
20,female,195,94,active,maintenance,188.0,411.2,117.5,3.89
41,male,157,83,sedentary,bulking,166.0,415.0,99.6,2.91
41,male,173,95,active,maintenance,190.0,415.6,118.8,3.93
23,female,175,67,moderate,cutting,147.4,184.3,59.0,2.65
38,female,162,57,moderate,cutting,125.4,156.8,50.2,2.29
57,female,159,51,sedentary,maintenance,102.0,178.5,51.0,1.79
42,female,171,79,moderate,maintenance,158.0,304.2,86.9,3.06
49,female,194,89,sedentary,bulking,178.0,445.0,106.8,3.12
35,female,194,91,moderate,bulking,182.0,500.5,120.1,3.49
55,male,196,60,sedentary,cutting,132.0,150.0,48.0,2.1
35,male,153,58,sedentary,cutting,127.6,145.0,46.4,2.03
23,female,168,65,sedentary,cutting,143.0,162.5,52.0,2.28
57,female,198,88,sedentary,maintenance,176.0,308.0,88.0,3.08
22,male,181,78,active,bulking,156.0,487.5,117.0,3.33
58,female,169,50,sedentary,bulking,100.0,250.0,60.0,1.75
53,female,199,95,moderate,bulking,190.0,522.5,125.4,3.62
23,female,178,72,sedentary,bulking,144.0,360.0,86.4,2.52
22,male,182,58,sedentary,cutting,127.6,145.0,46.4,2.03
53,female,198,61,moderate,cutting,134.2,167.8,53.7,2.44
23,male,195,93,active,cutting,204.6,290.6,93.0,3.86
50,male,156,49,sedentary,maintenance,98.0,171.5,49.0,1.72
38,male,177,71,moderate,maintenance,142.0,273.4,78.1,2.79
49,female,176,92,moderate,cutting,202.4,253.0,81.0,3.52
28,female,154,55,active,bulking,110.0,343.8,82.5,2.53
30,female,163,67,sedentary,bulking,134.0,335.0,80.4,2.35
27,female,154,72,moderate,maintenance,144.0,277.2,79.2,2.82
34,male,195,45,sedentary,cutting,99.0,112.5,36.0,1.58
31,male,189,59,active,maintenance,118.0,258.1,73.8,2.67
46,male,169,54,sedentary,cutting,118.8,135.0,43.2,1.89
51,female,164,96,active,maintenance,192.0,420.0,120.0,3.96
33,female,158,91,sedentary,bulking,182.0,455.0,109.2,3.19
29,female,177,96,active,cutting,211.2,300.0,96.0,3.96
27,male,186,86,sedentary,maintenance,172.0,301.0,86.0,3.01
58,male,174,53,active,bulking,106.0,331.2,79.5,2.46
48,female,191,81,active,maintenance,162.0,354.4,101.2,3.44
38,male,172,75,sedentary,bulking,150.0,375.0,90.0,2.63
36,male,152,53,sedentary,bulking,106.0,265.0,63.6,1.86
24,female,173,97,moderate,cutting,213.4,266.8,85.4,3.7
31,male,167,56,sedentary,cutting,123.2,140.0,44.8,1.96
34,female,169,54,sedentary,maintenance,108.0,189.0,54.0,1.89
49,female,161,97,sedentary,bulking,194.0,485.0,116.4,3.4
22,male,157,85,moderate,bulking,170.0,467.5,112.2,3.27
40,male,151,70,active,bulking,140.0,437.5,105.0,3.05
23,female,172,85,moderate,bulking,170.0,467.5,112.2,3.27
46,male,186,53,sedentary,bulking,106.0,265.0,63.6,1.86
37,male,173,46,sedentary,cutting,101.2,115.0,36.8,1.61
36,female,163,95,active,bulking,190.0,593.8,142.5,3.93
30,female,195,98,moderate,bulking,196.0,539.0,129.4,3.73
20,male,188,75,active,bulking,150.0,468.8,112.5,3.23
46,male,173,98,moderate,maintenance,196.0,377.3,107.8,3.73
41,female,178,84,sedentary,cutting,184.8,210.0,67.2,2.94
34,male,191,67,active,cutting,147.4,209.4,67.0,2.95
54,female,182,68,active,cutting,149.6,212.5,68.0,2.98
21,female,191,78,moderate,cutting,171.6,214.5,68.6,3.03
